transaction_id,Month_Name,Product_Category,Product_Sub_Category,Qty,Rate,Amount,Tax,Delivery_chrgs,Payment_mode,Store_type,Reviews,CustID,Gender,Marital_status,Education,Profession,Income,City_Name,Return
4170892941,January,Clothing,Women,5,848,4240,445.2,,Debit Card,MBR,2,4869,M,Married,Master,Self Employed,63227,Bangalore,1
4318484331,January,Home and kitchen,Kitchen,5,1131,2262,237.51,90,Debit Card,e-Shop,2,13664,M,Married,Master,Self Employed,106649,New Delhi ,1
4973236128,January,Electronics,Mobiles,1,1420,5680,596.4,,Debit Card,Flagship store,4,13579,F,Not Married,Master,Self Employed,98829,Bangalore,1
5139487450,January,Clothing,Women,4,1467,1467,154.035,,Cash,Flagship store,1,2197,F,Not Married,Basic,Salaried,65827,Chennai,1
5209169465,January,Home and kitchen,Kitchen,5,479,958,100.59,50,Mobile Payments,e-Shop,1,9469,M,Married,Others,Self Employed,123518,Pune,1
5271871674,January,Bags,Women,4,1197,1197,125.685,50,Mobile Payments,e-Shop,3,12944,M,Not Married,Basic,Salaried,129735,Gurgaon,1
5284309749,January,Home and kitchen,Furnishing,4,1155,1155,121.275,,Cash,Flagship store,1,16178,F,Married,Basic,Self Employed,86124,Vishakhapatnam,1
5479136053,January,Books,DIY,4,1154,4616,484.68,,Debit Card,Flagship store,1,12038,M,Married,Basic,Salaried,139257,Mumbai,1
5768335159,January,Footwear,Women,4,979,2937,308.385,,Credit Card,MBR,2,12187,M,Not Married,PhD,Salaried,91700,Kolkata,1
5824068074,January,Footwear,Women,5,943,943,99.015,50,Mobile Payments,e-Shop,1,17875,F,Not Married,Basic,Others,97624,Chennai,1
5958896864,January,Bags,Women,4,1120,4480,470.4,,Credit Card,Flagship store,2,3645,F,Not Married,Graduation,Others,74847,Gurgaon,1
6059975909,January,Clothing,Women,4,765,3060,321.3,140,Credit Card,e-Shop,1,9395,M,Not Married,Others,Salaried,41969,Gurgaon,1
6419159391,January,Home and kitchen,Kitchen,5,876,4380,459.9,,Debit Card,Flagship store,1,5454,F,Married,Graduation,Salaried,105773,New Delhi ,1
6819176511,January,Bags,Mens,3,886,2658,279.09,140,Debit Card,e-Shop,2,447,M,Not Married,Others,Self Employed,74808,Bangalore,0
6822313349,January,Bags,Mens,3,1305,3915,411.075,,Credit Card,Flagship store,2,18897,F,Not Married,Graduation,Others,,Pune,0
6853295225,January,Clothing,Mens,4,132,528,55.44,50,Mobile Payments,e-Shop,4,4141,M,Married,Others,Self Employed,122968,Vishakhapatnam,0
6892537928,January,Footwear,Mens,2,261,522,54.81,50,Mobile Payments,e-Shop,1,12136,M,Not Married,PhD,Salaried,86830,Hyderabad,0
6968128381,January,Clothing,Mens,3,876,2628,275.94,140,Credit Card,e-Shop,5,13098,M,Not Married,PhD,Salaried,50026,Hyderabad,0
6969254024,January,Clothing,Women,3,1422,4266,447.93,,Debit Card,Flagship store,,200,F,Not Married,Basic,Salaried,104840,Mumbai,0
6972750169,January,Clothing,Women,5,197,394,41.37,,Mobile Payments,Flagship store,1,14280,F,Married,PhD,Self Employed,83568,Hyderabad,1
7044302277,January,Home and kitchen,Bath,3,1416,4248,446.04,,Debit Card,Flagship store,5,15636,M,Not Married,PhD,Salaried,10344,Gurgaon,0
7045986161,January,Footwear,Kids,3,803,2409,252.945,90,Credit Card,e-Shop,4,1737,F,Not Married,Graduation,Self Employed,93727,Vishakhapatnam,0
7067938567,January,Clothing,Women,4,840,4200,441,200,Debit Card,e-Shop,1,13937,M,Married,Graduation,Self Employed,137093,Kolkata,1
7130343916,January,Footwear,Women,5,393,393,41.265,,Mobile Payments,TeleShop,1,1812,F,Married,Graduation,Salaried,31621,Gurgaon,1
7164707032,January,Footwear,Mens,5,1277,6385,670.425,250,Credit Card,e-Shop,4,10968,M,Not Married,Graduation,Self Employed,73093,New Delhi ,0
7183554375,January,Bags,Mens,3,1403,4209,441.945,,Debit Card,Flagship store,5,2263,M,Not Married,Others,Self Employed,114573,Gurgaon,0
7184888208,January,Home and kitchen,Bath,4,1052,4208,441.84,,Credit Card,MBR,5,5833,M,Not Married,Others,Self Employed,53381,Ahmedabad,0
7266000053,January,Footwear,Kids,4,1049,4196,440.58,,Debit Card,MBR,1,13518,M,Not Married,Others,Others,70569,Hyderabad,0
7292586041,January,Home and kitchen,Bath,2,918,1836,192.78,,Mobile Payments,MBR,5,12426,M,Not Married,Others,Others,,New Delhi ,0
7309085367,January,Footwear,Mens,1,976,976,102.48,50,Mobile Payments,TeleShop,5,14382,M,Married,PhD,Others,104425,Kolkata,0
7325089496,January,Books,Non-Fiction,3,1044,4176,438.48,,Debit Card,Flagship store,1,10266,M,Married,Master,Salaried,100057,Pune,1
7341582073,January,Electronics,Audio and video,5,1302,6510,683.55,250,Debit Card,e-Shop,5,15868,F,Not Married,Master,Salaried,85694,Kolkata,0
7345732336,January,Clothing,Women,4,1042,4168,437.64,,Debit Card,MBR,5,9263,F,Not Married,Others,Others,137738,Kolkata,0
7355986786,January,Bags,Women,3,1139,3417,358.785,,Debit Card,MBR,3,10504,F,Married,Master,Salaried,124847,Chennai,0
7400742663,January,Electronics,Computers,5,212,1060,111.3,50,Mobile Payments,e-Shop,4,2200,F,Married,PhD,Salaried,34689,Pune,0
7423629497,January,Electronics,Cameras,3,1007,3021,317.205,140,Credit Card,e-Shop,5,17047,M,Married,PhD,Others,40444,New Delhi ,0
7462944205,January,Footwear,Mens,5,160,800,84,50,Mobile Payments,e-Shop,4,18061,M,Married,PhD,Salaried,93977,New Delhi ,0
7496095927,January,Home and kitchen,Tools,2,1097,2194,230.37,90,Debit Card,TeleShop,5,18408,M,Married,PhD,Others,88610,Mumbai,0
7567208998,January,Footwear,Kids,5,819,4095,429.975,,Credit Card,Flagship store,1,19060,M,Not Married,Others,Others,114814,Kolkata,0
7640943042,January,Bags,Women,1,1331,1331,139.755,,Mobile Payments,MBR,5,1431,M,Married,Others,Self Employed,87388,New Delhi ,0
7667939303,January,Footwear,Women,3,1360,4080,428.4,,Debit Card,MBR,5,5849,M,Not Married,PhD,Salaried,92334,Chennai,0
7674719485,January,Electronics,Mobiles,5,1406,7030,738.15,250,Debit Card,TeleShop,5,17910,F,Not Married,Basic,Salaried,44008,Ahmedabad,0
7679984737,January,Bags,Mens,4,1426,7130,748.65,250,Credit Card,e-Shop,1,9787,M,Not Married,PhD,Salaried,30874,Vishakhapatnam,1
7771085000,January,Books,Academic,1,427,427,44.835,,Mobile Payments,e-Shop,5,1501,F,Married,Graduation,Others,64510,New Delhi ,0
7931844402,January,Bags,Women,5,1139,5695,597.975,,Debit Card,Flagship store,1,8226,M,Married,PhD,Others,,Kolkata,0
7963919490,January,Books,DIY,5,498,2490,261.45,,Debit Card,MBR,5,5081,F,Married,PhD,Self Employed,101046,New Delhi ,0
8051800106,January,Footwear,Women,5,547,2735,287.175,140,Credit Card,e-Shop,5,17919,M,Not Married,Others,Salaried,26987,Gurgaon,0
8076382398,January,Clothing,Mens,1,581,581,61.005,50,Mobile Payments,TeleShop,4,11780,M,Not Married,Others,Others,116484,Mumbai,0
8113230766,January,Home and kitchen,Bath,3,1163,3489,366.345,140,Debit Card,e-Shop,4,7189,M,Not Married,Others,Salaried,128539,Hyderabad,0
8163836835,January,Books,Fiction,3,1463,4389,460.845,200,Debit Card,e-Shop,5,1150,M,Married,Others,Self Employed,130461,Hyderabad,0
8171718447,January,Footwear,Mens,2,1318,2636,276.78,,Credit Card,MBR,2,7369,F,Married,Others,Self Employed,133795,New Delhi ,0
8172983400,January,Clothing,Women,2,583,1166,122.43,50,Mobile Payments,TeleShop,4,4741,M,Married,Master,Others,102735,Kolkata,0
8173671453,January,Footwear,Mens,4,755,3020,317.1,,Credit Card,Flagship store,2,7298,M,Married,PhD,Salaried,55763,Kolkata,0
8223825031,January,Books,Fiction,4,1003,4012,421.26,,Credit Card,Flagship store,5,5377,M,Married,PhD,Salaried,80003,Kolkata,0
8225949147,January,Clothing,Mens,3,1335,4005,420.525,,Credit Card,Flagship store,1,5586,F,Not Married,Master,Others,126098,Vishakhapatnam,0
8264257882,January,Footwear,Mens,5,887,4435,465.675,200,Debit Card,e-Shop,5,7594,F,Married,PhD,Others,142655,Pune,0
8391750837,January,Books,DIY,4,1255,5020,527.1,250,Debit Card,e-Shop,5,10910,M,Not Married,Master,Self Employed,111047,Bangalore,0
8450787281,January,Clothing,Women,4,359,1436,150.78,,Mobile Payments,Flagship store,5,12163,M,Married,Master,Salaried,,Kolkata,0
8566428285,January,Books,Non-Fiction,1,805,805,84.525,,Cash,Flagship store,2,18787,M,Not Married,PhD,Self Employed,119180,Kolkata,0
8574754540,January,Clothing,Women,3,1320,3960,415.8,,Credit Card,MBR,5,12221,F,Married,Master,Salaried,46875,New Delhi ,0
8692787928,January,Clothing,Women,3,970,2910,305.55,140,Credit Card,TeleShop,1,4322,M,Not Married,PhD,Salaried,28936,Ahmedabad,0
8808327183,January,Home and kitchen,Bath,3,331,993,104.265,,Mobile Payments,MBR,5,4669,F,Married,Master,Self Employed,158148,Mumbai,0
8812146368,January,Electronics,Mobiles,4,1304,3912,410.76,,Credit Card,MBR,1,18716,M,Not Married,PhD,Others,65189,Chennai,1
8906269309,January,Books,Fiction,5,1212,6060,636.3,250,Debit Card,e-Shop,5,19324,F,Not Married,Master,Self Employed,116090,Bangalore,0
8959366903,January,Footwear,Kids,5,780,2340,245.7,90,Credit Card,TeleShop,2,2603,M,Not Married,Others,Self Employed,18530,New Delhi ,1
9005632161,January,Books,Fiction,5,996,2988,313.74,,Debit Card,Flagship store,1,2873,F,Married,Others,Self Employed,29291,Ahmedabad,1
9062602615,January,Footwear,Women,4,969,3876,406.98,,Credit Card,MBR,3,16378,M,Married,Others,Others,41367,Ahmedabad,0
9074287285,January,Books,Non-Fiction,5,475,950,99.75,50,Mobile Payments,e-Shop,2,13037,M,Married,Others,Salaried,131528,Vishakhapatnam,1
9115212680,January,Clothing,Mens,3,1288,3864,405.72,,Credit Card,MBR,5,12924,M,Not Married,Master,Salaried,59396,Ahmedabad,0
9142142278,January,Home and kitchen,Tools,2,1109,2218,232.89,90,Credit Card,e-Shop,3,3643,F,Married,Master,Self Employed,71814,Ahmedabad,0
9189050150,January,Clothing,Women,5,1183,5915,621.075,250,Debit Card,TeleShop,5,17515,M,Married,Master,Others,109431,Mumbai,0
9196192605,January,Books,Fiction,1,402,402,42.21,,Mobile Payments,e-Shop,5,13120,F,Not Married,Others,Others,71544,Pune,0
9199526379,January,Clothing,Women,5,606,1818,190.89,90,Mobile Payments,TeleShop,1,16935,M,Married,Others,Salaried,89304,Ahmedabad,1
9246814100,January,Bags,Women,3,516,1548,162.54,90,Mobile Payments,e-Shop,5,11623,M,Married,Basic,Others,121192,Gurgaon,0
9249643508,January,Footwear,Mens,1,583,583,61.215,50,Mobile Payments,e-Shop,5,8299,M,Married,Others,Others,119142,Mumbai,0
9273486406,January,Home and kitchen,Tools,1,1193,1193,125.265,,Mobile Payments,Flagship store,4,10385,M,Married,Master,Others,157782,Gurgaon,0
9300940690,January,Footwear,Mens,2,855,1710,179.55,90,Mobile Payments,e-Shop,2,18858,M,Married,Others,Salaried,117831,Chennai,0
9343186805,January,Footwear,Mens,3,1274,3822,401.31,,Debit Card,Flagship store,5,3454,M,Not Married,Master,Others,12552,Bangalore,0
9357502772,January,Clothing,Mens,5,298,1490,156.45,50,Mobile Payments,e-Shop,4,15554,M,Married,Master,Salaried,94754,Ahmedabad,1
9376364505,January,Home and kitchen,Tools,2,1310,2620,275.1,,Debit Card,Flagship store,4,654,F,Married,PhD,Salaried,146989,Bangalore,0
9415393233,January,Clothing,Mens,4,950,3800,399,,Debit Card,MBR,5,5135,M,Married,Others,Self Employed,107581,Chennai,0
9650476751,January,Footwear,Mens,4,811,3244,340.62,140,Debit Card,TeleShop,2,1612,M,Not Married,Master,Self Employed,58272,Vishakhapatnam,0
9677338468,January,Books,Academic,5,752,3760,394.8,,Debit Card,Flagship store,3,5035,M,Not Married,Master,Self Employed,25929,New Delhi ,0
9750138400,January,Clothing,Women,3,1263,3789,397.845,200,Debit Card,TeleShop,5,3332,M,Not Married,Others,Salaried,100729,Ahmedabad,0
9774591500,January,Home and kitchen,Furnishing,2,904,1808,189.84,,Mobile Payments,Flagship store,5,5567,M,Not Married,Others,Self Employed,91872,Ahmedabad,0
9786991001,January,Books,Fiction,5,1224,6120,642.6,,Credit Card,Flagship store,5,5856,M,Married,Master,Self Employed,136061,Vishakhapatnam,0
9869860916,January,Footwear,Mens,3,989,2967,311.535,,Credit Card,Flagship store,5,5542,F,Not Married,Master,Self Employed,108993,Hyderabad,0
9873195499,January,Home and kitchen,Tools,2,1007,2014,211.47,,Debit Card,MBR,3,1485,M,Married,Master,Salaried,30214,Chennai,0
9880069499,January,Clothing,Women,3,1237,3711,389.655,,Credit Card,Flagship store,4,10721,F,Married,Master,Self Employed,100098,Kolkata,0
9885900126,January,Footwear,Kids,3,1025,3075,322.875,140,Debit Card,e-Shop,5,892,F,Married,Graduation,Others,61508,New Delhi ,0
9927495611,January,Clothing,Mens,1,1236,1236,129.78,50,Mobile Payments,TeleShop,3,10884,M,Married,Master,Salaried,22187,Bangalore,0
9957960693,January,Home and kitchen,Furnishing,5,237,1185,124.425,50,Mobile Payments,e-Shop,5,8317,M,Married,PhD,Salaried,149785,Bangalore,0
9958170704,January,Footwear,Kids,3,1227,3681,386.505,,Credit Card,Flagship store,4,9191,M,Married,PhD,Self Employed,102905,Bangalore,0
9977531815,January,Footwear,Kids,3,1414,4242,445.41,,Debit Card,MBR,4,3313,F,Married,Master,Salaried,58795,Bangalore,0
10075613117,January,Clothing,Women,4,793,3172,333.06,140,Debit Card,TeleShop,5,9652,F,Not Married,PhD,Self Employed,74808,Bangalore,0
10252531646,January,Electronics,Computers,3,1198,3594,377.37,,Credit Card,MBR,4,14444,F,Not Married,PhD,Self Employed,14995,Vishakhapatnam,0
10258879332,January,Footwear,Mens,4,1089,4356,457.38,200,Credit Card,e-Shop,5,13042,M,Not Married,PhD,Others,102474,Bangalore,0
10305033839,January,Bags,Women,1,275,275,28.875,,Mobile Payments,TeleShop,5,3441,M,Not Married,PhD,Others,74929,Kolkata,0
10309256775,January,Clothing,Mens,3,820,2460,258.3,90,Credit Card,e-Shop,3,12580,F,Not Married,PhD,Salaried,110636,Chennai,0
10324763744,January,Home and kitchen,Furnishing,2,1495,2990,313.95,,Debit Card,MBR,4,6500,F,Married,Graduation,Self Employed,22227,Gurgaon,0
10365831379,January,Clothing,Women,1,1442,1442,151.41,50,Mobile Payments,e-Shop,5,1854,M,Married,Master,Others,28755,Chennai,0
10371747594,January,Bags,Women,2,1381,2762,290.01,140,Debit Card,TeleShop,5,14345,M,Not Married,Master,Salaried,122115,Ahmedabad,0
10403969544,January,Footwear,Kids,4,718,2872,301.56,140,Debit Card,e-Shop,1,2874,M,Not Married,Graduation,Others,78764,Gurgaon,0
10514896400,January,Home and kitchen,Tools,5,1190,5950,624.75,250,Credit Card,e-Shop,5,2833,F,Not Married,Basic,Self Employed,38730,Vishakhapatnam,0
10685793437,January,Footwear,Women,1,88,88,9.24,,Mobile Payments,e-Shop,5,9752,M,Not Married,Graduation,Self Employed,85643,Mumbai,0
10692392213,January,Electronics,Computers,2,1335,2670,280.35,140,Debit Card,e-Shop,2,7417,F,Not Married,Basic,Salaried,123129,Ahmedabad,0
10722935455,January,Clothing,Mens,4,1335,5340,560.7,250,Debit Card,e-Shop,4,17475,M,Married,Graduation,Others,98343,Mumbai,0
10726102624,January,Books,DIY,5,385,770,80.85,,Cash,Flagship store,1,19154,F,Not Married,Master,Others,134941,Ahmedabad,1
10737206970,January,Books,DIY,2,1221,2442,256.41,90,Credit Card,e-Shop,5,3598,F,Not Married,Master,Others,107038,Mumbai,0
10771420570,January,Home and kitchen,Furnishing,5,983,4915,516.075,250,Debit Card,TeleShop,4,14170,M,Not Married,Master,Salaried,107132,Gurgaon,0
10878198052,January,Home and kitchen,Tools,3,1437,4311,452.655,,Debit Card,Flagship store,4,8969,M,Not Married,PhD,Others,59932,New Delhi ,0
10896011176,January,Books,Academic,3,1164,3492,366.66,,Credit Card,MBR,,1607,M,Not Married,PhD,Salaried,68848,Ahmedabad,0
10971423407,January,Electronics,Mobiles,1,892,3568,374.64,200,Debit Card,e-Shop,2,6378,M,Not Married,PhD,Others,21759,Mumbai,1
10975362281,January,Home and kitchen,Tools,5,1343,6715,705.075,250,Credit Card,e-Shop,4,14634,F,Married,PhD,Self Employed,152024,Pune,0
11030274761,January,Bags,Women,5,1351,6755,709.275,250,Debit Card,TeleShop,3,8234,F,Married,PhD,Self Employed,83078,Mumbai,0
11163686220,January,Bags,Mens,4,274,1096,115.08,,Mobile Payments,Flagship store,3,15074,F,Not Married,PhD,Others,89274,Mumbai,0
11228626515,January,Footwear,Mens,3,1134,3402,357.21,,Debit Card,MBR,5,17963,M,Not Married,PhD,Others,32711,Kolkata,0
11229867770,January,Bags,Mens,2,801,1602,168.21,,Mobile Payments,Flagship store,4,10711,F,Married,PhD,Self Employed,145638,Kolkata,0
11232763402,January,Clothing,Women,5,580,2900,304.5,140,Debit Card,e-Shop,4,15886,M,Not Married,PhD,Salaried,37777,New Delhi ,0
11524153958,January,Clothing,Mens,2,500,1000,105,50,Mobile Payments,e-Shop,4,16241,F,Married,PhD,Salaried,89962,Kolkata,0
11548837087,January,Footwear,Mens,1,815,815,85.575,50,Mobile Payments,e-Shop,4,15754,F,Not Married,PhD,Others,110157,Pune,0
11592930159,January,Electronics,Mobiles,5,1208,6040,634.2,250,Credit Card,TeleShop,1,15514,M,Not Married,Master,Salaried,61966,Pune,1
11678613802,January,Home and kitchen,Furnishing,5,1235,6175,648.375,250,Credit Card,e-Shop,3,13861,M,Not Married,Others,Salaried,64262,Pune,1
11680723781,January,Electronics,Computers,4,1126,4504,472.92,250,Debit Card,TeleShop,5,12272,M,Not Married,Others,Salaried,30042,Bangalore,0
11681757460,January,Home and kitchen,Kitchen,1,439,439,46.095,,Mobile Payments,TeleShop,5,12764,M,Not Married,Basic,Self Employed,65369,Hyderabad,0
11698340645,January,Books,DIY,5,1089,3267,343.035,,Debit Card,Flagship store,3,14488,M,Not Married,PhD,Others,113643,Hyderabad,1
11737727324,January,Home and kitchen,Kitchen,5,402,1608,168.84,,Cash,MBR,1,1834,M,Married,Others,Others,140076,Chennai,1
11772803295,January,Home and kitchen,Kitchen,2,1383,2766,290.43,,Credit Card,Flagship store,5,7886,M,Not Married,PhD,Others,90068,Ahmedabad,0
11822669972,January,Clothing,Women,4,273,1092,114.66,50,Mobile Payments,TeleShop,5,14452,F,Not Married,PhD,Salaried,125967,Bangalore,0
11844022303,January,Footwear,Women,5,1033,5165,542.325,250,Credit Card,e-Shop,5,370,M,Not Married,PhD,Self Employed,128336,Bangalore,0
11870985463,January,Clothing,Women,1,889,889,93.345,50,Mobile Payments,e-Shop,3,17171,F,Married,PhD,Salaried,142164,Ahmedabad,0
11919852701,January,Clothing,Women,5,433,2165,227.325,90,Debit Card,TeleShop,5,18573,M,Married,Master,Self Employed,147946,New Delhi ,0
11940616635,January,Footwear,Kids,4,811,3244,340.62,,Debit Card,Flagship store,4,15416,F,Not Married,Basic,Self Employed,51061,Pune,0
12010641529,January,Footwear,Women,3,1284,3852,404.46,200,Debit Card,TeleShop,5,10371,M,Married,Basic,Salaried,126644,New Delhi ,0
12114096357,January,Footwear,Mens,3,285,855,89.775,,Cash,Flagship store,5,5753,M,Married,PhD,Self Employed,80882,Gurgaon,0
12133638935,January,Clothing,Mens,3,1061,3183,334.215,,Debit Card,Flagship store,4,2236,M,Married,Basic,Others,117430,Chennai,0
12166016606,January,Books,DIY,2,1330,2660,279.3,140,Credit Card,TeleShop,2,14022,F,Not Married,PhD,Others,133053,Kolkata,0
12168103929,January,Electronics,Mobiles,3,1057,3171,332.955,,Debit Card,Flagship store,5,16923,M,Married,Basic,Salaried,8185,Gurgaon,0
12219682656,January,Footwear,Kids,3,1202,3606,378.63,200,Credit Card,e-Shop,4,17009,F,Married,PhD,Others,99319,Gurgaon,0
12229279081,January,Footwear,Kids,5,268,1340,140.7,50,Mobile Payments,TeleShop,2,6163,F,Married,Others,Others,40625,Chennai,0
12253784078,January,Books,DIY,2,1014,2028,212.94,90,Debit Card,e-Shop,3,6680,M,Not Married,PhD,Self Employed,120137,Vishakhapatnam,0
12271575855,January,Clothing,Women,2,288,576,60.48,,Mobile Payments,Flagship store,5,5470,M,Married,Master,Salaried,132911,New Delhi ,0
12307763348,January,Books,DIY,2,188,376,39.48,,Mobile Payments,TeleShop,5,5915,M,Not Married,Basic,Salaried,35008,Mumbai,0
12315701321,January,Footwear,Women,3,762,2286,240.03,90,Credit Card,e-Shop,3,5802,F,Not Married,Master,Others,101010,Vishakhapatnam,0
12334452791,January,Footwear,Kids,5,920,920,96.6,50,Mobile Payments,e-Shop,1,7237,M,Married,Others,Self Employed,115127,New Delhi ,1
12421217421,January,Bags,Mens,2,1325,2650,278.25,140,Credit Card,e-Shop,5,19522,M,Married,Graduation,Salaried,111532,New Delhi ,0
12576964305,January,Clothing,Mens,1,173,173,18.165,,Cash,Flagship store,4,4959,M,Not Married,Basic,Salaried,148687,Mumbai,0
12601642725,January,Clothing,Mens,4,512,1024,107.52,50,Mobile Payments,e-Shop,3,19436,F,Not Married,Basic,Others,118618,Chennai,1
12709951805,January,Home and kitchen,Bath,5,615,3075,322.875,,Debit Card,MBR,3,8704,F,Not Married,Others,Salaried,92015,Ahmedabad,0
12736066714,January,Home and kitchen,Furnishing,3,1388,4164,437.22,,Credit Card,MBR,5,12780,F,Married,Basic,Self Employed,146726,Vishakhapatnam,0
12740108470,January,Home and kitchen,Bath,5,605,3025,317.625,140,Debit Card,e-Shop,2,3464,M,Not Married,Others,Self Employed,80241,Gurgaon,0
12773478634,January,Home and kitchen,Bath,3,847,2541,266.805,140,Debit Card,e-Shop,1,12274,M,Not Married,Others,Self Employed,77299,Chennai,0
12804670617,January,Home and kitchen,Tools,4,765,3060,321.3,,Credit Card,Flagship store,3,10350,F,Married,Others,Others,50763,Gurgaon,0
12809730546,January,Clothing,Women,1,707,707,74.235,50,Mobile Payments,TeleShop,5,4661,M,Not Married,Others,Salaried,121880,Bangalore,0
12815122109,January,Bags,Women,3,1175,3525,370.125,,Debit Card,MBR,5,4426,F,Married,PhD,Salaried,129552,Pune,0
12844193712,January,Footwear,Kids,3,1018,3054,320.67,,Debit Card,MBR,5,4469,F,Not Married,Others,Self Employed,46171,Hyderabad,0
12863275990,January,Home and kitchen,Kitchen,5,642,3210,337.05,140,Debit Card,e-Shop,5,18253,M,Not Married,Graduation,Others,149633,Pune,0
12874035674,January,Home and kitchen,Tools,1,900,900,94.5,50,Mobile Payments,TeleShop,4,6556,M,Not Married,Others,Self Employed,143684,Mumbai,0
12881246484,January,Electronics,Personal Appliances,5,1184,5920,621.6,,Debit Card,MBR,2,8741,M,Not Married,Others,Self Employed,128927,Mumbai,0
12899356468,January,Books,Academic,3,793,2379,249.795,90,Debit Card,e-Shop,3,8853,F,Not Married,Others,Others,86854,Kolkata,0
12915076662,January,Clothing,Mens,3,1410,4230,444.15,,Credit Card,MBR,5,1659,M,Not Married,Others,Salaried,42991,Ahmedabad,0
12933894691,January,Electronics,Cameras,5,361,1805,189.525,,Cash,MBR,5,15580,M,Not Married,Graduation,Others,83786,Vishakhapatnam,0
12947574760,January,Home and kitchen,Furnishing,3,1041,3123,327.915,,Debit Card,MBR,,2482,F,Married,Basic,Salaried,122980,Mumbai,0
13012782915,January,Electronics,Mobiles,5,600,3000,315,,Debit Card,Flagship store,2,9095,F,Not Married,Others,Self Employed,158314,New Delhi ,0
13018247154,January,Bags,Mens,2,509,1018,106.89,,Cash,Flagship store,5,17590,M,Married,Others,Others,34397,Gurgaon,0
13048732855,January,Bags,Women,4,1098,1098,115.29,50,Mobile Payments,e-Shop,1,10423,M,Married,Others,Self Employed,131128,Bangalore,1
13076741550,January,Clothing,Mens,5,745,3725,391.125,,Debit Card,MBR,5,554,M,Married,Others,Others,142832,Gurgaon,0
13131735754,January,Bags,Women,3,1139,1139,119.595,50,Mobile Payments,e-Shop,1,6898,F,Married,Master,Salaried,55587,Chennai,1
13139143488,January,Electronics,Cameras,2,330,660,69.3,50,Mobile Payments,e-Shop,5,1352,M,Married,Others,Self Employed,14623,Chennai,0
13142289102,January,Bags,Women,2,825,4125,433.125,200,Credit Card,TeleShop,1,87,F,Not Married,Others,Self Employed,77510,Ahmedabad,1
13278531897,January,Clothing,Mens,3,133,399,41.895,,Mobile Payments,e-Shop,3,18587,M,Married,Others,Others,109541,Chennai,0
13280641573,January,Clothing,Mens,1,1427,1427,149.835,,Mobile Payments,Flagship store,3,15552,M,Married,Others,Salaried,151898,Hyderabad,0
13335198152,January,Footwear,Kids,4,667,2668,280.14,140,Credit Card,TeleShop,4,16651,F,Married,Basic,Self Employed,158483,Mumbai,0
13350546152,January,Clothing,Mens,4,1250,5000,525,250,Credit Card,e-Shop,2,16581,F,Married,Master,Others,38320,Bangalore,0
13353264190,January,Bags,Women,4,985,3940,413.7,200,Credit Card,e-Shop,5,6773,F,Married,Master,Self Employed,100456,New Delhi ,0
13356480628,January,Books,Fiction,5,420,2100,220.5,,Debit Card,MBR,5,9712,M,Married,Master,Others,72391,Bangalore,0
13421034766,January,Bags,Women,4,733,2932,307.86,,Credit Card,MBR,5,16758,M,Not Married,Graduation,Salaried,51901,Gurgaon,0
13467824095,January,Books,Fiction,3,555,1665,174.825,90,Mobile Payments,TeleShop,5,2985,F,Not Married,Others,Others,35813,Bangalore,0
13552452503,January,Clothing,Women,5,1379,4137,434.385,200,Debit Card,e-Shop,1,15376,F,Married,Master,Salaried,83246,Vishakhapatnam,1
