created_at,campaign_var_1,campaign_var_2,products_purchased,signup_date,user_activity_var_1,user_activity_var_2,user_activity_var_3,user_activity_var_4,user_activity_var_5,user_activity_var_6,user_activity_var_7,user_activity_var_8,user_activity_var_9,user_activity_var_10,user_activity_var_11,user_activity_var_12,Revenue
1/3/2021,6,5,1,11/4/2017,2,0,0,0,1,1,0,0,0,0,0,0,214
1/3/2021,5,5,3,4/1/2019,1,0,0,0,0,0,0,0,0,0,1,0,106
1/3/2021,2,6,2,7/15/2018,0,0,0,0,0,1,0,0,0,0,0,0,369
1/3/2021,6,3,2,8/16/2021,1,0,1,0,0,0,0,0,0,0,0,0,144
1/3/2021,7,3,2,8/11/2019,0,0,0,0,0,1,0,0,0,0,0,0,176
1/3/2021,1,2,1,6/14/2021,0,0,0,0,0,1,0,1,0,0,0,0,106
1/3/2021,5,5,2,7/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,126
1/3/2021,6,4,2,1/4/2021,0,0,0,0,0,1,0,0,0,0,1,0,167
1/3/2021,2,1,2,8/5/2020,0,0,0,0,0,1,0,0,0,0,0,0,386
1/3/2021,4,7,2,5/25/2021,0,0,0,0,1,1,1,0,0,0,0,0,365
1/3/2021,4,2,1,8/9/2020,0,0,0,0,1,0,0,0,0,0,1,0,176
1/3/2021,8,7,2,8/18/2019,0,0,0,0,0,1,0,0,0,0,0,0,211
1/4/2021,3,5,3,3/10/2019,0,0,0,0,0,0,0,1,0,0,0,0,165
1/4/2021,4,7,2,6/1/2020,0,0,0,0,1,1,1,0,0,0,0,0,170
1/4/2021,3,5,3,12/13/2019,0,0,1,0,1,2,0,0,0,0,0,0,159
1/4/2021,3,3,2,3/25/2022,0,0,0,0,0,0,1,0,0,0,0,0,310
1/4/2021,5,2,2,6/30/2020,1,0,1,0,0,1,1,1,0,0,1,0,164
1/4/2021,9,7,3,6/25/2018,0,0,0,0,0,1,0,0,0,0,0,0,344
1/4/2021,7,7,3,10/13/2018,1,0,0,0,1,0,1,0,0,0,0,0,98
1/4/2021,3,6,2,4/6/2021,0,0,0,0,0,2,0,0,0,0,0,0,362
1/4/2021,12,8,2,4/6/2021,0,0,0,0,0,1,0,0,0,0,0,0,345
1/4/2021,8,10,3,2/8/2019,1,0,0,0,0,1,0,0,0,0,0,0,402
1/4/2021,6,5,2,4/19/2021,1,0,0,0,1,0,0,0,0,0,0,0,164
1/4/2021,7,5,1,10/2/2018,0,0,0,0,0,0,0,1,0,0,0,0,59
1/4/2021,2,4,1,10/29/2021,0,0,0,0,0,0,0,0,0,0,0,0,216
1/4/2021,4,3,3,8/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,285
1/4/2021,5,4,3,3/14/2020,1,0,0,0,0,2,0,0,0,0,0,0,131
1/4/2021,3,2,2,1/19/2021,0,0,0,0,0,1,0,0,0,0,0,0,363
1/4/2021,4,3,3,6/8/2019,1,0,0,0,0,0,1,0,0,0,0,0,143
1/4/2021,6,4,2,4/21/2021,0,0,0,0,0,1,0,0,0,0,1,0,254
1/5/2021,1,3,2,8/10/2019,0,0,1,0,0,1,0,0,0,0,0,0,204
1/5/2021,1,2,4,7/29/2018,0,0,1,0,1,1,0,0,0,0,0,0,203
1/5/2021,4,5,2,2/12/2019,1,0,1,1,1,1,0,0,0,0,0,0,144
1/5/2021,2,6,3,1/29/2020,0,0,0,0,0,0,1,0,0,0,0,0,120
1/5/2021,5,2,2,10/3/2020,1,0,0,0,0,0,1,0,0,0,0,0,313
1/5/2021,2,2,3,3/13/2021,0,0,0,1,0,1,1,0,0,0,0,0,333
1/5/2021,8,3,2,10/12/2020,1,0,0,0,0,0,0,0,0,0,0,0,110
1/5/2021,6,5,4,3/8/2020,1,0,0,0,0,1,0,0,0,0,0,0,170
1/5/2021,12,6,2,6/27/2020,1,0,0,0,0,0,0,0,0,0,0,0,175
1/5/2021,2,6,4,6/30/2019,1,0,0,0,0,0,0,0,0,0,0,0,369
1/5/2021,4,6,3,12/4/2020,0,0,1,0,0,0,1,0,0,0,0,0,193
1/5/2021,2,3,3,1/3/2021,2,0,0,0,0,0,1,0,0,0,0,0,75
1/5/2021,5,7,3,3/11/2016,1,0,0,0,1,1,1,0,0,0,0,0,298
1/5/2021,5,9,2,6/16/2018,0,0,0,0,1,0,0,0,0,0,0,0,216
1/5/2021,2,6,3,7/18/2020,0,0,0,0,0,1,0,1,0,0,0,0,188
1/5/2021,1,1,1,3/2/2021,0,0,1,0,1,0,0,1,0,0,0,0,270
1/5/2021,6,5,1,6/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,239
1/5/2021,5,7,3,2/14/2018,1,0,0,0,0,0,0,0,0,0,1,0,143
1/5/2021,3,4,3,3/20/2020,0,0,0,0,0,1,0,0,0,0,0,0,240
1/5/2021,3,3,4,3/21/2018,1,0,0,0,0,1,0,0,0,0,0,0,184
1/6/2021,9,10,2,2/7/2019,0,0,1,0,0,1,0,0,0,0,0,0,233
1/6/2021,2,2,1,3/6/2022,1,0,1,0,0,0,1,0,0,0,0,0,55
1/6/2021,4,2,1,11/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,52
1/6/2021,4,5,1,10/24/2020,1,0,0,0,0,1,0,0,0,0,0,0,163
1/6/2021,10,6,3,4/4/2021,0,0,0,0,1,1,0,0,0,0,0,0,61
1/6/2021,1,1,3,4/16/2018,1,0,0,0,0,0,1,0,0,0,0,0,89
1/6/2021,1,2,1,11/7/2020,1,0,0,0,1,0,1,0,0,0,0,0,290
1/6/2021,3,5,1,1/25/2022,0,0,0,0,0,1,0,0,0,0,0,0,317
1/6/2021,1,2,2,8/8/2020,0,0,0,0,0,1,0,0,0,0,0,0,386
1/6/2021,7,4,2,9/22/2018,1,0,0,0,0,0,0,0,0,0,0,0,185
1/6/2021,3,3,2,7/7/2019,1,0,0,0,0,0,0,0,0,0,0,0,95
1/6/2021,6,9,4,3/15/2017,0,0,0,0,0,0,0,0,0,0,1,0,330
1/6/2021,12,6,2,11/16/2020,0,0,0,0,0,1,0,0,0,0,0,0,138
1/6/2021,2,5,3,12/11/2019,0,0,0,0,0,0,1,1,0,0,0,0,278
1/7/2021,2,6,3,9/19/2021,0,0,0,0,0,0,1,0,0,0,0,0,132
1/7/2021,1,2,2,7/29/2021,0,0,0,0,1,0,1,0,0,0,0,0,220
1/7/2021,7,6,3,8/7/2019,1,0,0,0,0,0,0,1,0,0,0,0,395
1/7/2021,1,2,2,8/18/2020,0,0,0,0,0,1,0,0,0,0,1,0,220
1/7/2021,3,1,2,12/3/2019,0,0,0,0,0,1,0,0,0,0,1,0,286
1/7/2021,3,5,3,1/9/2018,1,0,0,0,0,0,0,1,0,0,0,0,395
1/7/2021,6,7,3,4/23/2019,0,0,0,0,0,0,1,0,0,0,1,0,50
1/7/2021,2,2,1,7/11/2020,0,0,0,0,0,1,1,0,0,0,0,0,309
1/7/2021,8,7,2,11/17/2019,0,0,0,0,0,0,1,0,0,0,0,0,220
1/7/2021,1,2,2,5/29/2021,1,0,0,0,0,0,0,0,0,0,0,0,190
1/7/2021,5,3,2,8/13/2020,0,0,0,0,0,1,0,1,0,0,0,0,177
1/7/2021,10,7,2,6/26/2019,0,0,0,0,0,0,0,0,0,0,1,0,342
1/7/2021,3,2,2,11/8/2016,0,0,0,0,0,0,0,0,0,0,0,0,185
1/7/2021,2,6,2,12/1/2019,1,0,0,0,0,0,1,0,0,0,0,0,365
1/7/2021,7,8,1,1/12/2020,0,0,0,0,0,1,0,0,0,0,0,0,118
1/7/2021,11,9,2,5/21/2019,1,0,0,0,0,1,0,0,0,0,0,0,247
1/7/2021,9,9,1,2/21/2021,1,0,1,0,0,0,0,0,0,0,0,0,309
1/7/2021,6,8,2,1/27/2022,1,0,0,0,0,0,0,0,0,0,0,0,49
1/8/2021,10,4,3,3/5/2021,0,0,0,0,0,1,1,0,0,0,0,0,239
1/8/2021,5,5,2,3/25/2020,1,0,0,0,0,0,0,0,0,0,0,0,85
1/8/2021,3,4,2,9/3/2020,1,0,0,0,0,0,1,1,0,0,1,0,331
1/8/2021,2,1,3,8/17/2021,0,0,0,0,0,0,1,1,0,0,1,0,103
1/8/2021,5,2,2,6/15/2020,1,0,0,0,0,1,0,0,0,0,0,0,332
1/8/2021,3,2,3,10/24/2020,1,0,0,0,0,0,0,0,0,0,0,0,82
1/8/2021,2,2,2,4/23/2021,0,0,0,0,1,0,1,0,0,0,0,0,366
1/8/2021,9,7,2,2/5/2020,1,0,0,0,0,2,0,0,0,0,0,0,122
1/8/2021,5,3,2,4/8/2021,0,0,1,0,0,0,0,1,0,0,0,0,175
1/8/2021,6,7,3,5/14/2020,1,0,0,0,0,1,0,0,0,0,0,0,111
1/8/2021,2,2,3,3/24/2020,1,0,0,0,0,0,1,0,0,0,0,0,64
1/8/2021,4,2,1,7/6/2019,0,0,0,0,0,0,1,0,0,0,0,0,323
1/8/2021,2,4,2,1/20/2019,1,0,0,0,0,1,0,0,0,0,0,0,319
1/8/2021,4,4,3,12/26/2018,0,0,0,0,0,0,0,0,0,0,0,0,274
1/8/2021,9,6,2,5/30/2019,0,0,0,0,0,1,0,0,0,0,0,0,86
1/8/2021,2,4,2,12/15/2018,0,0,0,0,0,0,0,1,0,0,0,0,165
1/8/2021,3,4,2,3/1/2020,1,0,0,0,1,0,0,0,1,0,0,0,287
1/8/2021,9,3,1,5/28/2019,0,0,1,0,0,1,1,0,0,0,0,0,375
1/9/2021,4,2,1,10/19/2021,0,0,0,0,0,0,1,1,0,0,0,0,381
1/9/2021,2,2,3,9/9/2018,2,0,0,0,0,0,0,0,0,0,0,0,119
1/9/2021,5,2,2,5/13/2019,1,0,0,0,1,0,0,1,0,0,0,0,214
1/9/2021,7,9,2,6/16/2021,0,0,0,0,0,0,1,0,0,0,0,0,70
1/9/2021,9,5,2,8/11/2019,1,0,0,0,0,0,0,0,0,0,0,0,356
1/9/2021,5,5,2,3/28/2021,1,0,0,0,0,0,1,1,0,0,1,0,260
1/9/2021,2,2,3,11/11/2019,1,0,0,0,0,0,0,0,0,0,0,0,243
1/9/2021,1,2,1,9/18/2021,0,0,0,0,1,1,0,0,0,0,0,0,198
1/9/2021,2,5,3,12/1/2019,0,0,0,0,0,1,0,0,0,0,0,0,297
1/9/2021,3,6,3,1/30/2022,0,0,1,0,0,0,1,0,0,0,1,0,60
1/9/2021,5,2,1,5/11/2018,0,0,1,0,0,1,1,0,0,0,0,0,362
1/9/2021,5,4,2,3/28/2019,0,0,0,0,0,1,0,0,0,0,0,0,291
1/9/2021,9,7,3,5/14/2016,1,0,0,0,0,0,1,0,0,0,0,0,155
1/9/2021,3,3,2,8/2/2019,1,0,0,0,0,1,0,0,0,0,0,0,251
1/9/2021,1,2,2,4/18/2017,0,0,0,0,0,1,0,0,0,0,0,0,158
1/9/2021,2,3,3,5/3/2021,0,0,0,0,0,0,0,0,0,0,0,0,295
1/9/2021,2,5,3,8/17/2021,0,0,0,0,0,1,0,0,0,0,1,0,312
1/9/2021,3,6,2,11/16/2020,0,0,0,0,0,1,0,0,0,0,1,0,166
1/9/2021,1,1,2,1/14/2020,0,0,1,0,0,1,0,0,0,0,0,0,158
1/9/2021,7,6,1,4/2/2021,0,0,0,0,0,1,0,0,0,0,1,0,52
1/10/2021,1,3,2,12/2/2020,1,0,0,0,0,1,0,0,0,0,0,0,226
1/10/2021,4,2,2,5/9/2020,0,0,0,0,0,1,0,1,0,0,0,0,390
1/10/2021,3,5,1,2/2/2020,1,0,0,0,0,0,2,0,0,0,0,0,73
1/10/2021,1,5,2,3/20/2020,1,0,0,0,0,0,0,0,0,0,1,0,177
1/10/2021,8,4,3,10/9/2021,0,0,0,0,0,1,1,0,0,0,0,0,398
1/10/2021,8,4,1,8/25/2019,1,0,0,0,1,1,0,1,0,0,0,0,46
1/10/2021,3,2,3,11/2/2018,1,0,0,0,1,1,0,0,0,0,0,0,394
1/10/2021,5,6,2,7/1/2021,1,0,0,0,0,0,0,0,0,0,1,0,285
1/10/2021,1,1,1,5/9/2019,0,0,0,0,0,0,1,1,0,0,1,0,282
1/10/2021,4,4,1,9/3/2020,0,0,1,0,0,1,0,0,0,0,0,0,244
1/10/2021,6,10,1,5/18/2020,0,0,0,0,0,0,0,1,0,0,1,0,306
1/10/2021,4,6,3,2/21/2020,1,0,0,0,0,1,0,0,0,0,0,0,163
1/10/2021,1,5,2,6/26/2020,1,0,1,0,0,0,0,0,0,0,0,0,90
1/10/2021,2,5,1,1/17/2019,0,0,0,0,1,0,0,0,1,0,1,0,310
1/10/2021,3,6,2,10/28/2020,0,0,0,0,0,0,1,0,0,0,1,0,344
1/10/2021,2,4,3,2/16/2022,0,0,1,0,0,1,0,0,0,0,0,0,57
1/10/2021,8,5,3,7/2/2021,1,0,0,0,0,0,0,0,0,0,0,0,279
1/10/2021,2,1,3,1/11/2020,1,0,0,0,0,0,0,1,0,0,0,0,370
1/10/2021,3,3,3,8/14/2019,1,0,0,0,0,0,1,0,0,0,0,0,294
1/10/2021,5,7,3,5/18/2019,0,0,0,0,0,1,1,1,0,0,0,0,366
1/10/2021,4,2,2,1/24/2020,0,0,0,0,0,0,1,0,0,0,1,0,285
1/10/2021,8,3,2,5/25/2019,1,0,0,0,0,1,0,0,0,0,0,0,304
1/10/2021,1,2,1,12/26/2020,1,0,0,0,0,0,1,1,0,0,0,0,104
1/10/2021,2,3,2,8/9/2021,0,0,0,0,0,0,0,1,0,0,0,0,139
1/10/2021,9,8,3,9/14/2020,0,0,0,0,0,1,0,0,0,0,0,0,261
1/10/2021,9,5,3,2/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,394
1/10/2021,8,5,4,7/22/2021,1,0,0,0,0,0,1,0,0,0,0,0,88
1/10/2021,3,6,2,11/6/2018,0,0,0,1,0,1,0,0,0,0,1,0,80
1/11/2021,8,4,2,8/5/2020,0,0,0,0,0,0,0,0,0,0,1,0,197
1/11/2021,8,5,2,6/22/2020,0,0,1,0,0,0,0,0,0,0,1,0,209
1/11/2021,2,5,2,6/29/2020,0,0,0,0,0,0,0,1,0,0,0,0,389
1/11/2021,11,8,2,10/21/2021,0,0,0,0,0,1,0,0,0,0,0,0,325
1/11/2021,1,5,2,1/14/2020,0,0,0,0,0,1,1,0,0,0,0,0,192
1/11/2021,5,6,2,9/28/2019,1,0,0,0,0,0,0,0,0,0,1,0,86
1/11/2021,6,9,3,4/4/2021,0,0,0,0,0,0,0,0,0,0,0,0,76
1/11/2021,8,9,3,10/19/2018,0,0,0,0,0,1,0,0,0,0,0,0,153
1/11/2021,5,4,2,6/4/2021,0,0,1,0,0,0,1,0,0,0,0,0,309
1/11/2021,2,3,1,2/16/2021,0,0,0,0,0,1,0,0,0,0,0,0,270
1/11/2021,2,4,3,6/10/2020,0,0,0,0,0,1,0,1,0,0,0,0,175
1/11/2021,2,5,2,9/25/2020,0,0,0,0,0,1,0,0,0,0,0,0,150
1/11/2021,2,5,3,5/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,185
1/11/2021,6,4,2,8/17/2018,1,0,0,0,0,0,0,1,0,0,1,0,378
1/11/2021,5,7,1,1/3/2019,0,0,0,0,0,1,1,0,0,0,0,0,164
1/11/2021,1,1,3,9/13/2020,1,0,0,0,0,0,0,1,0,0,0,0,207
1/11/2021,7,4,3,6/23/2020,0,0,0,0,0,0,1,1,0,0,0,0,99
1/11/2021,10,4,4,10/29/2019,0,0,0,0,0,1,0,0,0,0,0,0,231
1/11/2021,5,3,2,6/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,145
1/12/2021,10,8,1,5/11/2021,0,0,0,0,0,0,0,1,0,0,1,0,206
1/12/2021,6,9,3,5/28/2021,0,0,0,0,0,2,0,0,0,0,0,0,135
1/12/2021,5,5,2,4/12/2020,2,0,1,0,0,0,0,0,0,0,0,0,406
1/12/2021,5,3,2,8/19/2020,1,0,0,0,0,1,0,0,0,0,0,0,72
1/12/2021,2,4,2,10/21/2018,0,0,1,0,0,1,1,0,0,0,0,0,313
1/12/2021,12,8,2,5/26/2021,1,0,0,0,1,0,0,0,0,0,0,0,335
1/12/2021,5,2,2,11/15/2021,0,0,0,0,0,0,0,0,0,0,1,0,389
1/12/2021,2,1,2,3/28/2021,1,0,0,0,0,0,1,1,0,0,0,0,207
1/12/2021,4,4,3,2/1/2020,0,0,0,0,0,0,1,0,0,0,0,0,316
1/12/2021,5,7,1,3/16/2018,1,0,0,0,0,1,0,0,0,0,1,0,258
1/12/2021,4,4,3,11/12/2017,1,0,0,0,0,1,0,0,0,0,0,0,358
1/12/2021,1,1,3,11/5/2020,1,0,0,0,0,0,0,0,0,0,0,0,337
1/12/2021,3,4,2,3/28/2021,0,0,0,0,0,0,0,0,0,0,1,0,291
1/12/2021,2,2,2,12/11/2021,0,0,0,0,0,0,0,0,0,0,1,0,198
1/12/2021,1,1,3,5/14/2020,1,0,0,0,1,0,1,0,0,0,0,0,270
1/12/2021,2,3,1,2/28/2022,1,0,0,0,0,1,0,1,0,0,0,0,250
1/12/2021,2,2,4,9/1/2019,0,0,1,0,0,1,1,0,0,0,0,0,143
1/12/2021,6,6,3,6/12/2016,1,0,0,1,1,0,1,0,1,0,0,0,269
1/12/2021,12,4,3,5/25/2019,0,0,0,0,0,0,1,0,0,0,0,0,316
1/12/2021,6,5,3,10/7/2020,1,0,0,0,0,0,0,1,0,0,0,0,90
1/12/2021,8,6,3,8/25/2018,0,0,0,0,1,0,0,0,0,0,0,0,59
1/12/2021,2,5,2,12/6/2018,1,0,0,0,0,0,1,0,0,0,0,0,134
1/12/2021,7,4,4,12/6/2018,2,0,0,0,0,0,1,0,0,0,0,0,200
1/12/2021,4,2,2,8/10/2021,1,0,0,0,0,0,0,1,0,0,0,0,381
1/12/2021,8,7,3,12/21/2019,1,0,0,0,0,0,1,0,0,0,0,0,252
1/12/2021,3,1,1,2/13/2020,1,0,0,0,0,0,1,1,0,0,0,0,56
1/13/2021,5,6,3,11/6/2019,1,0,0,0,0,0,1,0,0,0,0,0,142
1/13/2021,3,4,3,1/5/2021,1,0,0,0,0,0,0,0,0,0,0,0,357
1/13/2021,6,3,2,2/17/2018,1,0,0,0,0,0,0,0,0,0,0,0,378
1/13/2021,6,3,3,10/10/2020,0,0,0,0,0,1,1,0,0,0,0,0,179
1/13/2021,2,5,3,12/29/2015,1,0,0,0,0,0,0,0,1,0,0,0,363
1/13/2021,2,5,2,5/15/2021,1,0,0,0,0,0,0,1,0,0,0,0,255
1/13/2021,8,8,3,5/8/2021,1,0,1,0,0,1,0,0,0,0,0,0,366
1/13/2021,1,3,2,9/7/2016,0,0,0,0,1,1,0,0,1,0,1,0,334
1/13/2021,2,4,2,4/2/2019,1,0,1,0,1,1,0,0,0,0,0,1,375
1/13/2021,8,4,3,1/3/2021,0,0,0,0,0,1,0,0,0,0,0,0,117
1/13/2021,9,6,2,4/4/2017,1,0,0,0,0,0,0,0,0,0,0,0,326
1/13/2021,5,5,2,7/28/2017,0,0,0,0,0,1,0,0,0,0,0,0,325
1/13/2021,7,4,2,1/21/2021,0,0,0,0,1,2,0,0,0,0,1,0,264
1/13/2021,2,6,1,6/29/2018,0,0,0,0,0,0,2,0,0,0,0,0,72
1/13/2021,2,4,3,11/4/2015,1,1,0,1,0,0,0,0,1,0,0,0,307
1/13/2021,4,10,2,11/17/2020,0,0,0,0,0,1,0,0,0,0,0,0,190
1/13/2021,2,1,3,7/7/2021,0,0,0,0,0,0,1,0,0,0,0,0,66
1/13/2021,1,1,1,12/4/2016,0,0,0,0,0,1,0,0,0,0,0,0,300
1/13/2021,8,6,1,8/16/2020,0,0,0,0,0,0,0,1,0,0,0,0,82
1/13/2021,6,6,3,6/12/2020,1,0,0,0,0,1,1,0,0,0,1,0,342
1/13/2021,3,7,2,2/8/2019,1,0,0,0,0,0,1,0,0,0,0,0,345
1/13/2021,7,5,2,10/28/2019,0,0,0,0,0,0,0,0,0,0,0,0,184
1/13/2021,2,3,3,2/20/2021,0,0,0,0,0,1,0,0,0,0,0,0,245
1/13/2021,13,8,2,7/17/2019,0,0,0,0,0,1,0,0,0,0,1,0,355
1/14/2021,3,5,4,1/11/2019,0,0,0,0,0,1,0,0,0,0,0,0,249
1/14/2021,2,4,2,6/10/2019,1,0,0,0,0,0,0,0,0,0,0,0,199
1/14/2021,8,2,3,11/12/2019,0,0,0,0,0,0,1,0,0,0,1,0,347
1/14/2021,4,3,3,10/6/2020,0,0,0,0,0,0,0,1,0,0,0,0,104
1/14/2021,2,5,2,8/30/2018,1,0,0,0,0,0,1,0,0,0,1,0,180
1/14/2021,2,3,3,1/13/2019,1,0,0,0,0,0,0,0,0,0,0,0,263
1/14/2021,4,3,2,12/18/2020,0,0,0,0,0,0,1,0,0,0,0,0,261
1/14/2021,2,5,2,10/31/2019,0,0,0,0,0,0,0,0,0,0,1,0,344
1/14/2021,5,4,2,4/24/2020,1,0,0,0,0,0,1,0,0,0,0,0,152
1/14/2021,4,4,1,11/8/2021,0,0,0,0,0,2,0,0,0,0,1,0,387
1/14/2021,9,6,3,7/10/2020,0,0,0,0,0,0,1,0,0,0,0,0,52
1/14/2021,4,5,1,3/5/2020,0,0,0,0,0,0,0,1,0,0,0,0,297
1/14/2021,4,4,2,1/8/2019,0,0,0,0,0,1,0,1,0,0,0,0,57
1/14/2021,5,6,2,12/10/2021,0,0,0,0,0,1,0,1,0,0,1,0,352
1/14/2021,5,5,2,8/19/2020,1,0,0,0,0,1,0,0,0,0,0,0,277
1/14/2021,11,12,3,9/14/2020,0,0,0,0,1,1,0,0,0,0,0,0,340
1/15/2021,10,4,2,4/29/2021,1,0,0,0,0,0,0,0,0,0,0,0,241
1/15/2021,6,4,4,10/16/2019,0,0,0,0,1,1,0,0,0,0,0,0,345
1/15/2021,3,5,3,6/8/2019,1,0,0,0,0,1,0,0,0,0,0,0,179
1/15/2021,5,6,3,1/6/2020,0,0,0,0,0,0,1,0,0,0,0,0,287
1/15/2021,7,5,3,11/4/2020,0,0,0,0,1,1,0,1,0,0,0,0,186
1/15/2021,13,12,2,12/6/2019,1,0,0,0,1,0,1,0,0,0,0,0,274
1/15/2021,7,6,2,1/2/2020,0,0,0,0,0,0,0,1,0,0,0,0,316
1/15/2021,1,4,2,11/29/2020,0,0,0,0,0,1,1,0,0,0,0,0,163
1/15/2021,8,5,3,7/12/2018,1,0,0,0,0,0,0,0,0,0,0,0,256
1/15/2021,5,4,2,8/23/2018,0,0,0,0,0,0,1,0,0,0,1,0,204
1/15/2021,3,7,1,3/4/2021,0,0,1,0,0,0,0,0,0,0,1,0,156
1/15/2021,10,6,2,8/15/2018,0,0,1,0,0,0,1,0,0,0,1,0,245
1/15/2021,2,5,2,1/4/2022,0,0,0,0,0,0,0,1,0,0,0,0,59
1/15/2021,6,5,2,2/26/2020,0,0,0,0,0,0,1,0,0,0,0,0,280
1/15/2021,3,3,1,8/7/2021,0,0,0,0,0,1,0,0,0,0,0,0,176
1/15/2021,3,5,3,5/17/2020,2,0,0,0,1,0,0,0,0,0,1,0,281
1/15/2021,6,6,3,11/9/2019,2,0,0,0,0,0,0,0,0,0,0,0,207
1/15/2021,4,6,2,2/22/2020,0,0,0,0,0,1,0,0,0,0,0,0,390
1/15/2021,7,6,2,1/2/2021,1,0,0,0,0,0,1,1,0,0,0,0,86
